ID,Status,PeakPower(W),MachineTemp,TempUnits,WindSpeed,SpeedUnits,MeasureDate,MeasureTime,Region
WWS-S1004,Active,1056851,82.99,C,23.43,KMPH,5/1/2021,7:45:29,APAC
WWS-S1003,Active,1006191,65.09,C,23.05,KMPH,4/1/2021,14:41:35,NORTHAM
WWS-S1001,Offline,1129198,72.21,C,17.29,KMPH,7/1/2021,16:03:40,ANZ
WWS-S1008,Active,1249124,66.13,C,17.98,KMPH,1/1/2021,21:13:12,APAC
WWS-S1000,Active,1123328,83.07,C,18.37,KMPH,7/1/2021,4:20:31,APAC
WWS-S1003,Active,1130230,68.35,C,20.52,KMPH,4/1/2021,21:40:25,APAC
WWS-S1005,Offline,1195850,66.68,C,16.02,KMPH,5/1/2021,2:44:57,NORTHAM
WWS-S1008,Offline,1239124,72.15,C,19.98,KMPH,1/1/2021,2:23:54,APAC
WWS-S1009,Active,1117460,82.31,C,15.5,KMPH,4/1/2021,17:58:51,EMEA
WWS-S1008,Active,1135466,66.85,C,24.79,KMPH,1/1/2021,2:05:23,EMEA
WWS-S1008,Active,1207802,70.92,C,24.2,KMPH,6/1/2021,1:23:41,ANZ
WWS-S1000,Active,1002694,69.27,C,24.32,KMPH,5/1/2021,6:00:54,NORTHAM
WWS-S1009,Active,1189892,72.86,C,23.73,KMPH,4/1/2021,21:32:40,ANZ
WWS-S1001,Active,1156073,76.57,C,23.52,KMPH,5/1/2021,21:45:27,ANZ
WWS-S1008,Active,1133110,76.05,C,17.09,KMPH,1/1/2021,19:23:48,APAC
WWS-S1009,Active,1214157,67.96,C,23.36,KMPH,5/1/2021,20:11:45,NORTHAM
WWS-S1006,Active,1198927,76.76,C,15.44,KMPH,6/1/2021,7:11:34,ANZ
WWS-S1002,Offline,1073370,67.47,C,23.63,KMPH,3/1/2021,9:35:44,NORTHAM
WWS-S1007,Offline,1212992,80.44,C,17.6,KMPH,1/1/2021,2:22:00,ANZ
WWS-S1009,Active,1039710,66.22,C,16.62,KMPH,7/1/2021,23:23:00,ANZ
WWS-S1001,Offline,1145141,77.15,C,23.07,KMPH,3/1/2021,15:15:09,ANZ
WWS-S1007,Offline,1223293,81.93,C,21.18,KMPH,2/1/2021,0:11:59,APAC
WWS-S1007,Active,1214167,84.42,C,18.77,KMPH,1/1/2021,19:42:44,NORTHAM
WWS-S1004,Active,1076526,70.33,C,22.42,KMPH,5/1/2021,0:55:52,NORTHAM
WWS-S1008,Active,1050255,78.25,C,19.83,KMPH,2/1/2021,14:29:23,EMEA
WWS-S1006,Active,1092453,76.08,C,23.7,KMPH,1/1/2021,0:23:38,EMEA
WWS-S1008,Active,1184410,78.88,C,15.6,KMPH,3/1/2021,17:33:24,APAC
WWS-S1008,Active,1006961,73.87,C,15.11,KMPH,4/1/2021,17:43:56,LATAM
WWS-S1009,Active,1177487,79.35,C,23.16,KMPH,6/1/2021,1:02:14,ANZ
WWS-S1000,Active,1061166,82.72,C,17.62,KMPH,5/1/2021,11:06:46,LATAM
WWS-S1006,Offline,1057622,72.08,C,15.4,KMPH,2/1/2021,10:38:26,EMEA
WWS-S1002,Active,1153817,65.42,C,20.5,KMPH,5/1/2021,20:06:22,LATAM
WWS-S1001,Active,1086259,84.73,C,19.76,KMPH,6/1/2021,17:09:42,EMEA
WWS-S1003,Active,1070188,75.7,C,18.3,KMPH,6/1/2021,9:41:43,LATAM
WWS-S1005,Active,1041173,75.85,C,22.86,KMPH,1/1/2021,14:17:51,NORTHAM
WWS-S1000,Offline,1127057,80.91,C,24.77,KMPH,7/1/2021,0:55:46,LATAM
WWS-S1002,Active,1013754,84.12,C,20.17,KMPH,1/1/2021,3:04:12,APAC
WWS-S1003,Offline,1169231,66.21,C,22.7,KMPH,6/1/2021,0:59:08,ANZ
WWS-S1003,Active,1074918,74.06,C,18.04,KMPH,3/1/2021,15:33:41,APAC
WWS-S1005,Offline,1099664,78.13,C,20.5,KMPH,1/1/2021,14:53:35,LATAM
WWS-S1002,Offline,1140728,73.82,C,16.47,KMPH,3/1/2021,16:17:39,LATAM
WWS-S1009,Active,1006472,67.66,C,15.57,KMPH,4/1/2021,16:17:41,EMEA
WWS-S1009,Active,1213788,72.91,C,19.48,KMPH,6/1/2021,20:27:45,EMEA
WWS-S1006,Active,1109736,69.56,C,23.21,KMPH,7/1/2021,10:43:13,EMEA
WWS-S1003,Active,1034235,82.76,C,22.91,KMPH,2/1/2021,2:27:40,ANZ
WWS-S1009,Active,1229339,81.43,C,15.19,KMPH,1/1/2021,12:45:07,APAC
WWS-S1005,Active,1188432,73.32,C,18.94,KMPH,3/1/2021,6:58:00,LATAM
WWS-S1006,Active,1147716,66.76,C,17.52,KMPH,5/1/2021,1:16:08,EMEA
WWS-S1008,Active,1091604,67.83,C,18.38,KMPH,2/1/2021,6:34:22,ANZ
WWS-S1006,Offline,1186016,79.55,C,17.77,KMPH,6/1/2021,13:43:59,APAC
WWS-S1007,Active,1125326,67.01,C,18.18,KMPH,5/1/2021,22:58:44,EMEA
WWS-S1009,Active,1042487,74.47,C,19.51,KMPH,7/1/2021,4:29:11,APAC
WWS-S1006,Active,1109956,77.94,C,24.84,KMPH,1/1/2021,19:04:18,EMEA
WWS-S1006,Active,1041048,73.9,C,15.15,KMPH,2/1/2021,8:38:16,NORTHAM
WWS-S1004,Offline,1160163,72.1,C,20.52,KMPH,2/1/2021,3:32:10,APAC
WWS-S1007,Offline,1148457,84.38,C,21.15,KMPH,7/1/2021,14:43:39,EMEA
WWS-S1009,Active,1048422,81.32,C,18.72,KMPH,2/1/2021,12:08:12,ANZ
WWS-S1007,Active,1003399,72.35,C,15.07,KMPH,5/1/2021,3:21:27,LATAM
WWS-S1009,Offline,1210551,76.75,C,16.53,KMPH,6/1/2021,21:02:12,ANZ
WWS-S1005,Active,1005752,83.83,C,15.98,KMPH,1/1/2021,4:52:19,APAC
WWS-S1004,Active,1134201,80.55,C,21.6,KMPH,3/1/2021,23:58:01,LATAM
WWS-S1004,Active,1080979,68.15,C,20.41,KMPH,4/1/2021,1:38:47,LATAM
WWS-S1008,Active,1215278,72.33,C,23.13,KMPH,4/1/2021,18:38:53,NORTHAM
WWS-S1006,Offline,1106193,67.72,C,19.17,KMPH,1/1/2021,2:07:39,EMEA
WWS-S1003,Active,1190560,80.6,C,18.83,KMPH,1/1/2021,22:51:03,NORTHAM
WWS-S1007,Offline,1221334,70.98,C,22.1,KMPH,1/1/2021,0:23:47,NORTHAM
WWS-S1003,Active,1083288,74.68,C,18.78,KMPH,6/1/2021,8:53:16,NORTHAM
WWS-S1007,Active,1055312,76.71,C,18.49,KMPH,4/1/2021,0:08:00,NORTHAM
WWS-S1004,Active,1085555,73.44,C,21.02,KMPH,6/1/2021,12:16:39,NORTHAM
WWS-S1009,Active,1050476,72.55,C,15.02,KMPH,5/1/2021,13:44:12,ANZ
WWS-S1001,Offline,1141218,65.35,C,19.42,KMPH,4/1/2021,7:51:51,NORTHAM
WWS-S1000,Active,1191398,82.59,C,23.41,KMPH,4/1/2021,19:54:47,EMEA
WWS-S1005,Active,1130532,76.35,C,22.55,KMPH,2/1/2021,17:25:54,ANZ
WWS-S1009,Offline,1212567,83.49,C,19.43,KMPH,7/1/2021,10:44:02,APAC
WWS-S1005,Active,1108050,73.73,C,20.39,KMPH,7/1/2021,6:50:50,NORTHAM
WWS-S1002,Active,1079014,65.75,C,22.52,KMPH,1/1/2021,1:38:01,ANZ
WWS-S1009,Active,1041773,73.81,C,17.75,KMPH,1/1/2021,14:04:33,ANZ
WWS-S1004,Active,1052664,76.86,C,15.12,KMPH,7/1/2021,5:11:31,NORTHAM
WWS-S1002,Active,1090009,75.44,C,21.72,KMPH,2/1/2021,14:14:54,ANZ
WWS-S1003,Active,1247397,78.96,C,20.89,KMPH,1/1/2021,0:33:54,APAC
WWS-S1000,Active,1209247,67.44,C,19.94,KMPH,4/1/2021,19:12:11,LATAM
WWS-S1001,Active,1063815,72.41,C,24.41,KMPH,2/1/2021,13:14:55,ANZ
WWS-S1000,Offline,1073382,69.8,C,16.83,KMPH,4/1/2021,14:23:06,EMEA
WWS-S1006,Active,1092147,79.5,C,16.85,KMPH,4/1/2021,5:50:58,APAC
WWS-S1006,Active,1209109,69.68,C,17.63,KMPH,6/1/2021,2:09:19,EMEA
WWS-S1005,Active,1046226,71.05,C,21.57,KMPH,4/1/2021,18:13:12,LATAM
WWS-S1004,Active,1037560,75.27,C,21.01,KMPH,2/1/2021,11:42:45,NORTHAM
WWS-S1004,Active,1088533,84.03,C,24.54,KMPH,5/1/2021,9:15:50,LATAM
WWS-S1000,Active,1136763,67.3,C,24.97,KMPH,3/1/2021,19:28:54,EMEA
WWS-S1000,Active,1120932,74.26,C,21.57,KMPH,3/1/2021,23:03:48,APAC
WWS-S1000,Active,1115815,78.19,C,16.7,KMPH,1/1/2021,21:51:13,EMEA
WWS-S1004,Active,1013676,68.87,C,22.99,KMPH,4/1/2021,16:44:51,NORTHAM
WWS-S1005,Active,1202627,76.11,C,19.29,KMPH,5/1/2021,7:16:53,ANZ
WWS-S1002,Active,1146157,80.66,C,20.0,KMPH,6/1/2021,17:29:09,ANZ
WWS-S1004,Offline,1100483,83.17,C,17.44,KMPH,3/1/2021,23:02:16,ANZ
WWS-S1008,Active,1035137,83.52,C,17.42,KMPH,1/1/2021,7:16:21,NORTHAM
WWS-S1000,Active,1142621,77.57,C,21.36,KMPH,4/1/2021,12:39:10,NORTHAM
WWS-S1009,Active,1154042,67.54,C,20.73,KMPH,1/1/2021,21:22:21,EMEA
WWS-S1006,Active,1100420,83.49,C,16.29,KMPH,5/1/2021,17:09:11,EMEA
WWS-S1000,Active,1040594,71.58,C,17.32,KMPH,7/1/2021,20:10:24,APAC
WWS-S1005,Offline,1176667,70.84,C,21.62,KMPH,3/1/2021,18:39:06,LATAM
WWS-S1006,Active,1212049,79.16,C,16.65,KMPH,3/1/2021,12:29:59,EMEA
WWS-S1000,Offline,1094125,83.28,C,21.3,KMPH,5/1/2021,22:36:39,NORTHAM
WWS-S1003,Active,1036673,83.73,C,18.35,KMPH,6/1/2021,13:10:22,NORTHAM
WWS-S1007,Active,1164305,73.42,C,24.16,KMPH,6/1/2021,6:48:23,EMEA
WWS-S1006,Active,1060656,76.53,C,17.5,KMPH,1/1/2021,13:34:33,NORTHAM
WWS-S1002,Active,1216750,69.0,C,22.45,KMPH,7/1/2021,2:18:05,NORTHAM
WWS-S1001,Offline,1011480,77.48,C,15.05,KMPH,3/1/2021,10:26:42,ANZ
WWS-S1008,Active,1207103,82.7,C,15.84,KMPH,2/1/2021,11:29:40,ANZ
WWS-S1006,Offline,1239204,84.13,C,18.67,KMPH,1/1/2021,22:35:33,LATAM
WWS-S1004,Offline,1062320,76.67,C,17.11,KMPH,2/1/2021,11:37:03,APAC
WWS-S1002,Active,1113057,73.82,C,15.65,KMPH,3/1/2021,7:58:07,NORTHAM
WWS-S1000,Offline,1189273,81.58,C,15.58,KMPH,5/1/2021,17:29:25,ANZ
WWS-S1007,Active,1124740,70.16,C,22.02,KMPH,3/1/2021,8:27:23,EMEA
WWS-S1009,Active,1210604,70.42,C,24.29,KMPH,1/1/2021,19:02:03,APAC
WWS-S1003,Offline,1061975,80.25,C,17.25,KMPH,7/1/2021,10:40:13,NORTHAM
WWS-S1005,Offline,1070834,81.64,C,19.46,KMPH,2/1/2021,14:55:25,APAC
WWS-S1003,Active,1205140,81.95,C,17.47,KMPH,7/1/2021,0:44:44,LATAM
WWS-S1008,Offline,1195460,83.0,C,23.16,KMPH,3/1/2021,18:26:19,LATAM
WWS-S1005,Active,1071466,69.39,C,20.59,KMPH,4/1/2021,9:20:46,NORTHAM
WWS-S1005,Active,1064546,78.83,C,24.35,KMPH,4/1/2021,16:09:06,LATAM
WWS-S1003,Active,1018388,81.25,C,20.29,KMPH,3/1/2021,20:36:31,EMEA
WWS-S1006,Active,1203631,78.42,C,16.59,KMPH,6/1/2021,15:21:18,ANZ
WWS-S1006,Active,1006197,73.95,C,24.83,KMPH,6/1/2021,21:22:58,LATAM
WWS-S1003,Active,1065831,75.75,C,22.16,KMPH,7/1/2021,20:30:50,ANZ
WWS-S1008,Offline,1134504,66.26,C,23.72,KMPH,5/1/2021,19:52:42,EMEA
WWS-S1002,Active,1025187,74.81,C,16.7,KMPH,4/1/2021,17:50:10,ANZ
WWS-S1002,Active,1081363,65.66,C,18.78,KMPH,2/1/2021,12:16:27,EMEA
WWS-S1003,Active,1022426,65.18,C,16.78,KMPH,1/1/2021,15:53:24,ANZ
WWS-S1002,Active,1141992,74.41,C,16.08,KMPH,7/1/2021,17:43:21,APAC
WWS-S1009,Active,1119168,83.68,C,19.65,KMPH,1/1/2021,18:36:37,LATAM
WWS-S1004,Active,1137594,77.27,C,19.74,KMPH,1/1/2021,22:57:20,EMEA
WWS-S1000,Active,1195445,76.43,C,23.73,KMPH,5/1/2021,10:00:14,EMEA
WWS-S1002,Active,1200758,74.08,C,21.16,KMPH,2/1/2021,17:44:47,EMEA
WWS-S1001,Active,1010497,81.86,C,15.73,KMPH,1/1/2021,13:22:06,NORTHAM
WWS-S1004,Offline,1185817,74.11,C,18.71,KMPH,4/1/2021,0:51:55,APAC
WWS-S1005,Active,1179364,79.46,C,15.23,KMPH,3/1/2021,15:29:26,NORTHAM
WWS-S1004,Active,1118101,74.1,C,22.58,KMPH,7/1/2021,6:53:59,EMEA
WWS-S1002,Active,1039524,75.94,C,19.63,KMPH,2/1/2021,2:49:07,APAC
WWS-S1003,Active,1019384,77.94,C,16.43,KMPH,1/1/2021,2:38:50,EMEA
WWS-S1002,Active,1102593,71.52,C,22.79,KMPH,5/1/2021,13:43:18,APAC
WWS-S1000,Offline,1227051,70.57,C,17.24,KMPH,7/1/2021,23:10:05,LATAM
WWS-S1000,Active,1049117,76.81,C,18.28,KMPH,3/1/2021,15:39:28,NORTHAM
WWS-S1001,Active,1174736,66.94,C,22.43,KMPH,5/1/2021,22:52:37,LATAM
WWS-S1008,Active,1193466,76.47,C,17.15,KMPH,5/1/2021,9:44:46,EMEA
WWS-S1003,Active,1097415,70.08,C,17.32,KMPH,4/1/2021,21:03:08,NORTHAM
WWS-S1003,Offline,1030334,67.52,C,19.42,KMPH,1/1/2021,19:22:44,EMEA
WWS-S1007,Active,1060027,74.17,C,20.94,KMPH,5/1/2021,4:48:49,NORTHAM
WWS-S1009,Active,1124767,70.87,C,19.04,KMPH,6/1/2021,20:06:55,EMEA
WWS-S1007,Active,1102544,68.17,C,18.18,KMPH,7/1/2021,11:52:13,NORTHAM
WWS-S1003,Offline,1080045,83.6,C,17.24,KMPH,7/1/2021,19:56:08,EMEA
WWS-S1008,Offline,1185217,73.9,C,22.17,KMPH,2/1/2021,1:29:14,LATAM
WWS-S1003,Active,1181515,67.99,C,16.1,KMPH,3/1/2021,12:13:52,ANZ
WWS-S1003,Active,1093907,82.32,C,15.8,KMPH,3/1/2021,2:05:11,APAC
WWS-S1003,Active,1196135,72.54,C,22.77,KMPH,2/1/2021,0:13:39,APAC
WWS-S1008,Active,1088138,68.08,C,19.4,KMPH,5/1/2021,15:41:58,EMEA
WWS-S1000,Offline,1088219,69.65,C,18.92,KMPH,5/1/2021,0:21:03,NORTHAM
WWS-S1002,Offline,1179410,65.19,C,21.25,KMPH,2/1/2021,3:36:04,ANZ
WWS-S1005,Offline,1001066,81.2,C,16.53,KMPH,5/1/2021,18:19:27,ANZ
WWS-S1000,Active,1099682,67.92,C,15.08,KMPH,2/1/2021,11:36:22,APAC
WWS-S1009,Active,1024260,77.47,C,21.44,KMPH,7/1/2021,12:07:01,ANZ
WWS-S1004,Active,1137736,67.81,C,16.75,KMPH,1/1/2021,1:06:29,EMEA
WWS-S1005,Active,1167661,78.02,C,15.4,KMPH,4/1/2021,18:34:20,APAC
WWS-S1000,Offline,1243271,82.18,C,16.17,KMPH,7/1/2021,21:18:47,ANZ
WWS-S1006,Offline,1038244,75.5,C,17.75,KMPH,1/1/2021,6:39:06,EMEA
WWS-S1002,Offline,1048935,71.85,C,15.83,KMPH,5/1/2021,6:58:29,APAC
WWS-S1003,Active,1086812,83.59,C,20.0,KMPH,3/1/2021,13:48:30,APAC
WWS-S1009,Active,1175079,76.36,C,20.82,KMPH,1/1/2021,18:36:29,EMEA
WWS-S1006,Active,1002967,65.91,C,23.53,KMPH,2/1/2021,9:05:25,EMEA
WWS-S1000,Active,1138616,83.82,C,21.32,KMPH,3/1/2021,8:10:51,EMEA
WWS-S1000,Active,1092335,75.36,C,18.42,KMPH,3/1/2021,13:40:08,ANZ
WWS-S1001,Active,1052232,73.58,C,20.67,KMPH,1/1/2021,5:43:01,ANZ
WWS-S1003,Active,1063838,74.66,C,15.03,KMPH,4/1/2021,6:16:35,NORTHAM
WWS-S1004,Active,1174269,83.86,C,24.7,KMPH,1/1/2021,0:18:31,NORTHAM
WWS-S1002,Active,1111025,76.97,C,24.97,KMPH,1/1/2021,5:41:19,ANZ
WWS-S1007,Active,1070742,80.32,C,23.85,KMPH,6/1/2021,12:36:11,NORTHAM
WWS-S1000,Active,1065339,79.21,C,19.66,KMPH,6/1/2021,14:45:03,LATAM
WWS-S1008,Offline,1192791,71.95,C,24.21,KMPH,2/1/2021,22:43:48,ANZ
WWS-S1009,Active,1101794,66.5,C,17.61,KMPH,5/1/2021,19:31:40,ANZ
WWS-S1008,Active,1135751,76.76,C,20.65,KMPH,3/1/2021,15:50:26,APAC
WWS-S1000,Active,1051607,65.56,C,17.89,KMPH,4/1/2021,12:14:00,APAC
WWS-S1000,Active,1071394,66.89,C,19.04,KMPH,2/1/2021,20:44:48,NORTHAM
WWS-S1005,Active,1099631,81.28,C,23.81,KMPH,7/1/2021,20:17:19,LATAM
WWS-S1001,Active,1238958,75.37,C,15.92,KMPH,4/1/2021,22:24:20,APAC
WWS-S1000,Active,1058894,66.89,C,15.37,KMPH,5/1/2021,7:10:13,NORTHAM
WWS-S1001,Active,1023393,78.2,C,18.8,KMPH,5/1/2021,14:52:06,APAC
WWS-S1001,Active,1149668,82.19,C,15.28,KMPH,6/1/2021,3:35:17,ANZ
WWS-S1004,Offline,1114782,84.76,C,17.87,KMPH,4/1/2021,22:12:33,LATAM
WWS-S1001,Offline,1035922,84.87,C,21.78,KMPH,4/1/2021,17:54:24,NORTHAM
WWS-S1003,Active,1187700,70.24,C,21.28,KMPH,5/1/2021,8:14:52,LATAM
WWS-S1008,Active,1085905,84.96,C,23.7,KMPH,6/1/2021,19:45:02,NORTHAM
WWS-S1009,Active,1008614,69.75,C,19.11,KMPH,2/1/2021,9:15:44,APAC
WWS-S1004,Active,1141589,77.43,C,18.67,KMPH,3/1/2021,14:52:00,EMEA
WWS-S1002,Offline,1126573,82.19,C,19.56,KMPH,7/1/2021,6:24:39,APAC
WWS-S1008,Active,1140567,76.75,C,21.25,KMPH,2/1/2021,19:32:49,ANZ
WWS-S1008,Active,1078159,67.52,C,20.3,KMPH,5/1/2021,14:46:37,ANZ
WWS-S1003,Offline,1240678,84.74,C,22.76,KMPH,3/1/2021,17:17:50,APAC
WWS-S1001,Offline,1129127,78.82,C,19.46,KMPH,6/1/2021,22:46:15,APAC
WWS-S1002,Active,1111434,78.55,C,22.4,KMPH,7/1/2021,2:12:35,EMEA
WWS-S1005,Active,1145591,73.13,C,18.61,KMPH,1/1/2021,7:05:43,ANZ
WWS-S1006,Active,1177652,67.62,C,18.58,KMPH,1/1/2021,17:41:49,APAC
WWS-S1001,Active,1003970,74.6,C,16.5,KMPH,2/1/2021,18:50:42,NORTHAM
WWS-S1004,Offline,1216125,79.03,C,17.83,KMPH,4/1/2021,13:42:16,EMEA
WWS-S1006,Active,1176150,70.84,C,23.96,KMPH,5/1/2021,6:30:54,NORTHAM
WWS-S1007,Active,1040064,66.9,C,17.79,KMPH,3/1/2021,0:17:04,NORTHAM
WWS-S1006,Active,1026259,74.49,C,15.05,KMPH,5/1/2021,10:20:24,APAC
WWS-S1003,Active,1082081,82.59,C,15.42,KMPH,2/1/2021,15:55:49,EMEA
WWS-S1006,Active,1144974,70.94,C,23.08,KMPH,6/1/2021,15:00:27,ANZ
WWS-S1005,Offline,1057330,77.23,C,18.3,KMPH,6/1/2021,0:11:57,NORTHAM
WWS-S1008,Active,1182387,74.39,C,19.85,KMPH,5/1/2021,23:40:31,ANZ
WWS-S1007,Active,1206776,75.67,C,19.71,KMPH,4/1/2021,8:37:24,ANZ
WWS-S1001,Active,1239466,71.37,C,24.48,KMPH,7/1/2021,10:01:53,NORTHAM
WWS-S1008,Active,1055118,65.38,C,24.8,KMPH,2/1/2021,20:15:21,ANZ
WWS-S1003,Active,1101613,83.38,C,20.08,KMPH,6/1/2021,17:59:14,LATAM
WWS-S1000,Active,1097788,67.58,C,15.26,KMPH,2/1/2021,1:03:31,ANZ
WWS-S1009,Offline,1029877,70.98,C,24.45,KMPH,4/1/2021,8:11:18,NORTHAM
WWS-S1009,Active,1183747,81.1,C,15.88,KMPH,3/1/2021,19:58:30,LATAM
WWS-S1003,Active,1139348,76.13,C,23.94,KMPH,2/1/2021,8:22:53,LATAM
WWS-S1001,Active,1040722,79.59,C,21.96,KMPH,4/1/2021,1:38:32,LATAM
WWS-S1007,Offline,1068403,81.39,C,18.83,KMPH,4/1/2021,22:23:52,LATAM
WWS-S1001,Active,1144716,84.96,C,17.54,KMPH,3/1/2021,19:54:15,ANZ
WWS-S1008,Offline,1020485,78.17,C,20.64,KMPH,4/1/2021,12:55:45,LATAM
WWS-S1000,Active,1182431,70.8,C,18.24,KMPH,4/1/2021,12:28:15,ANZ
WWS-S1004,Active,1229002,79.19,C,21.42,KMPH,7/1/2021,19:43:27,NORTHAM
WWS-S1006,Active,1102462,71.63,C,23.71,KMPH,2/1/2021,22:47:09,APAC
WWS-S1008,Offline,1018901,80.84,C,16.15,KMPH,4/1/2021,13:17:54,LATAM
WWS-S1006,Active,1078937,77.19,C,22.3,KMPH,6/1/2021,9:15:00,ANZ
WWS-S1003,Offline,1103845,84.1,C,22.4,KMPH,7/1/2021,11:53:11,APAC
WWS-S1004,Offline,1211126,68.34,C,24.49,KMPH,2/1/2021,7:35:25,LATAM
WWS-S1002,Active,1129221,75.54,C,24.51,KMPH,4/1/2021,3:12:39,ANZ
WWS-S1007,Active,1108904,74.41,C,23.21,KMPH,4/1/2021,21:45:36,LATAM
WWS-S1002,Active,1127874,78.13,C,24.31,KMPH,6/1/2021,12:29:04,EMEA
WWS-S1009,Active,1032521,69.31,C,17.05,KMPH,7/1/2021,6:20:35,APAC
WWS-S1000,Active,1136606,72.01,C,19.93,KMPH,1/1/2021,8:53:05,LATAM
WWS-S1007,Active,1019555,67.18,C,15.12,KMPH,6/1/2021,23:47:29,ANZ
WWS-S1001,Active,1064216,82.01,C,20.12,KMPH,6/1/2021,10:55:36,NORTHAM
WWS-S1002,Active,1108357,70.23,C,22.48,KMPH,4/1/2021,22:48:56,NORTHAM
WWS-S1008,Active,1092469,74.61,C,18.06,KMPH,4/1/2021,20:08:56,EMEA
WWS-S1005,Active,1012320,67.61,C,22.97,KMPH,7/1/2021,12:11:57,LATAM
WWS-S1007,Active,1056957,70.63,C,22.48,KMPH,6/1/2021,22:00:57,EMEA
WWS-S1009,Active,1153496,68.97,C,18.23,KMPH,7/1/2021,8:52:03,APAC
WWS-S1001,Offline,1242248,77.33,C,15.81,KMPH,5/1/2021,12:59:47,EMEA
WWS-S1003,Active,1160183,65.75,C,18.47,KMPH,2/1/2021,12:39:18,LATAM
WWS-S1003,Active,1021636,68.63,C,18.74,KMPH,7/1/2021,11:56:16,EMEA
WWS-S1002,Active,1130428,80.93,C,19.52,KMPH,2/1/2021,21:41:50,NORTHAM
WWS-S1001,Active,1013302,80.02,C,24.77,KMPH,6/1/2021,21:38:14,ANZ
WWS-S1006,Offline,1082905,84.22,C,24.73,KMPH,5/1/2021,17:02:44,NORTHAM
WWS-S1007,Offline,1000420,67.32,C,15.88,KMPH,5/1/2021,17:44:07,LATAM
WWS-S1002,Active,1249214,77.23,C,22.23,KMPH,3/1/2021,10:59:06,APAC
WWS-S1001,Offline,1245168,77.01,C,19.01,KMPH,6/1/2021,3:34:18,NORTHAM
WWS-S1006,Active,1128897,76.5,C,24.13,KMPH,6/1/2021,2:50:20,EMEA
WWS-S1006,Active,1122927,67.2,C,19.29,KMPH,3/1/2021,11:58:49,EMEA
WWS-S1001,Active,1102911,66.99,C,17.11,KMPH,7/1/2021,15:10:35,APAC
WWS-S1001,Active,1192995,81.06,C,15.76,KMPH,4/1/2021,0:47:51,LATAM
WWS-S1002,Active,1122199,71.05,C,16.01,KMPH,7/1/2021,23:43:13,NORTHAM
WWS-S1006,Active,1131020,66.72,C,20.35,KMPH,5/1/2021,1:13:48,ANZ
WWS-S1008,Active,1042469,80.19,C,24.42,KMPH,6/1/2021,18:51:02,APAC
WWS-S1006,Active,1053695,69.18,C,21.03,KMPH,4/1/2021,11:24:55,EMEA
WWS-S1000,Active,1201850,70.98,C,19.51,KMPH,4/1/2021,0:35:50,NORTHAM
WWS-S1003,Active,1142873,65.3,C,19.9,KMPH,1/1/2021,18:37:49,NORTHAM
WWS-S1000,Offline,1054592,69.82,C,20.17,KMPH,5/1/2021,17:23:30,LATAM
WWS-S1003,Active,1117638,71.2,C,24.41,KMPH,3/1/2021,1:41:14,APAC
WWS-S1001,Offline,1073852,83.36,C,18.19,KMPH,4/1/2021,14:15:48,NORTHAM
WWS-S1003,Active,1199316,83.83,C,20.18,KMPH,6/1/2021,14:42:37,ANZ
WWS-S1004,Active,1193365,72.84,C,15.3,KMPH,1/1/2021,8:36:36,LATAM
WWS-S1004,Active,1019346,83.12,C,23.84,KMPH,7/1/2021,3:17:06,LATAM
WWS-S1008,Offline,1106354,74.43,C,22.88,KMPH,5/1/2021,19:11:31,APAC
WWS-S1003,Active,1196102,75.3,C,20.18,KMPH,2/1/2021,22:58:10,APAC
WWS-S1006,Active,1234144,70.51,C,17.14,KMPH,4/1/2021,16:09:05,NORTHAM
WWS-S1003,Active,1190263,75.06,C,16.44,KMPH,5/1/2021,11:01:46,EMEA
WWS-S1007,Active,1065351,71.76,C,15.93,KMPH,3/1/2021,19:57:20,APAC
WWS-S1003,Offline,1034470,78.63,C,21.04,KMPH,5/1/2021,3:25:29,EMEA
WWS-S1007,Offline,1165041,84.97,C,21.43,KMPH,6/1/2021,4:17:14,NORTHAM
WWS-S1005,Active,1097665,74.39,C,16.21,KMPH,3/1/2021,11:30:13,NORTHAM
WWS-S1000,Active,1195575,69.22,C,20.96,KMPH,3/1/2021,22:15:44,APAC
WWS-S1002,Active,1224020,65.13,C,15.3,KMPH,5/1/2021,10:55:18,EMEA
WWS-S1003,Active,1112694,71.4,C,19.5,KMPH,5/1/2021,12:20:20,LATAM
WWS-S1002,Active,1162223,65.02,C,20.08,KMPH,2/1/2021,5:11:02,LATAM
WWS-S1007,Active,1206810,75.14,C,22.45,KMPH,7/1/2021,23:08:31,APAC
WWS-S1007,Active,1060081,73.75,C,17.52,KMPH,5/1/2021,20:37:26,NORTHAM
WWS-S1001,Active,1056395,69.69,C,23.13,KMPH,1/1/2021,11:32:23,LATAM
WWS-S1007,Active,1025642,66.12,C,23.68,KMPH,6/1/2021,7:14:07,EMEA
WWS-S1009,Active,1095738,82.34,C,17.86,KMPH,2/1/2021,19:59:41,LATAM
WWS-S1004,Active,1017258,76.4,C,21.97,KMPH,3/1/2021,22:22:41,ANZ
WWS-S1008,Offline,1108506,66.86,C,15.41,KMPH,5/1/2021,4:16:31,APAC
WWS-S1005,Active,1018138,82.43,C,16.7,KMPH,4/1/2021,13:50:59,APAC
WWS-S1008,Active,1241945,79.58,C,22.58,KMPH,2/1/2021,4:54:21,EMEA
